period,timestamp,it_load_kw,cooling_demand_kw,cooling_energy_kwh,cooling_electrical_power_kw,cooling_electrical_energy_kwh,cop,facility_power_kw,facility_energy_kwh,it_energy_kwh,pue
post,2028-01-04 22:45:00,564.34,599.34,149.834,168.59,42.147,3.555,843.32,210.83,141.084,1.4944
post,2028-01-04 23:00:00,571.56,606.56,151.639,164.81,41.203,3.6803,847.09,211.772,142.889,1.4821
post,2028-01-04 23:15:00,520.23,555.23,138.808,170.08,42.519,3.2646,798.72,199.679,130.058,1.5353
post,2028-01-04 23:30:00,569.35,604.35,151.087,172.78,43.195,3.4978,852.75,213.187,142.337,1.4978
post,2028-01-04 23:45:00,623.92,658.92,164.73,179.63,44.907,3.6683,916.62,229.156,155.98,1.4691
post,2028-01-05 00:00:00,583.48,618.48,154.621,179.81,44.952,3.4397,874.55,218.636,145.871,1.4988
post,2028-01-05 00:15:00,584.28,619.28,154.82,187.21,46.801,3.308,882.78,220.695,146.07,1.5109
post,2028-01-05 00:30:00,601.06,636.06,159.015,192.22,48.055,3.309,905.33,226.332,150.265,1.5062
post,2028-01-05 00:45:00,536.63,571.63,142.909,173.6,43.399,3.2929,819.38,204.845,134.159,1.5269
post,2028-01-05 01:00:00,546.36,581.36,145.34,159.33,39.834,3.6487,815.28,203.82,136.59,1.4922
post,2028-01-05 01:15:00,610.6,645.6,161.4,203.16,50.789,3.1778,926.23,231.558,152.65,1.5169
post,2028-01-05 01:30:00,604.22,639.22,159.805,193.88,48.47,3.297,910.29,227.573,151.055,1.5066
post,2028-01-05 01:45:00,595.9,630.9,157.725,200.78,50.194,3.1423,908.49,227.123,148.975,1.5246
post,2028-01-05 02:00:00,516.46,551.46,137.865,172.81,43.202,3.1912,797.51,199.377,129.115,1.5442
post,2028-01-05 02:15:00,553.53,,147.132,182.34,45.584,3.2277,845.78,211.444,138.382,1.528
post,2028-01-05 02:30:00,548.74,583.74,145.935,159.58,39.896,3.6579,818.02,204.505,137.185,1.4907
post,2028-01-05 02:45:00,536.66,571.66,142.914,161.66,40.414,3.5362,807.46,201.866,134.164,
post,2028-01-05 03:00:00,552.68,587.68,146.92,164.05,41.011,3.5824,826.59,206.649,138.17,1.4956
post,2028-01-05 03:15:00,612.76,,161.941,199.21,49.802,3.2517,924.55,231.137,153.191,1.5088
post,2028-01-05 03:30:00,626.0,661.0,165.251,204.4,51.1,3.2339,943.57,235.893,156.501,1.5073
post,2028-01-05 03:45:00,550.27,585.27,146.316,169.29,42.324,3.4571,829.32,207.33,137.566,1.5071
post,2028-01-05 04:00:00,558.97,593.97,148.492,175.64,43.909,3.3818,844.76,211.189,139.742,1.5113
post,2028-01-05 04:15:00,591.81,626.81,156.702,177.45,44.362,3.5323,880.89,220.222,147.952,1.4885
post,2028-01-05 04:30:00,580.82,615.82,153.954,189.75,47.437,3.2455,881.7,220.425,145.204,1.518
post,2028-01-05 04:45:00,572.31,607.31,151.827,178.61,44.653,3.4002,861.67,215.418,143.077,1.5056
post,2028-01-05 05:00:00,586.0,621.0,155.251,175.43,43.859,3.5398,872.81,218.202,146.501,1.4894
post,2028-01-05 05:15:00,592.78,627.78,156.946,176.99,44.246,3.5471,881.44,220.361,148.196,1.487
post,2028-01-05 05:30:00,603.23,638.23,159.559,184.59,46.148,3.4575,899.97,224.993,150.809,1.4919
post,2028-01-05 05:45:00,584.76,619.76,154.939,182.32,45.579,3.3993,878.39,219.597,146.189,1.5021
post,2028-01-05 06:00:00,607.15,642.15,160.539,202.03,50.507,3.1786,921.5,230.376,151.789,1.5177
post,2028-01-05 06:15:00,611.76,646.76,161.691,182.89,45.723,3.5363,907.18,226.796,152.941,1.4829
post,2028-01-05 06:30:00,605.75,640.75,160.188,183.63,45.907,3.4894,901.64,225.41,151.438,1.4885
post,2028-01-05 06:45:00,592.21,627.21,156.803,197.61,49.403,3.1739,901.47,225.368,148.053,1.5222
post,2028-01-05 07:00:00,580.23,615.23,153.808,183.59,45.897,3.3512,874.93,218.732,145.058,1.5079
post,2028-01-05 07:15:00,629.53,664.53,166.132,189.19,47.298,3.5124,932.05,233.012,157.382,1.4806
post,2028-01-05 07:30:00,646.47,681.47,170.368,212.02,53.006,3.2141,972.59,243.146,161.618,1.5045
post,2028-01-05 07:45:00,653.69,688.69,172.173,209.22,52.304,3.2918,977.32,244.33,163.423,1.4951
post,2028-01-05 08:00:00,,624.77,156.192,198.42,49.606,3.1486,899.73,224.932,147.442,1.5256
post,2028-01-05 08:15:00,590.07,625.07,156.269,196.11,49.027,3.1874,897.74,224.434,147.519,1.5214
post,2028-01-05 08:30:00,612.44,647.44,161.86,198.22,49.555,3.2663,923.22,230.805,153.11,1.5074
post,2028-01-05 08:45:00,603.95,638.95,159.738,188.02,47.005,3.3983,904.15,226.037,150.988,1.4971
post,2028-01-05 09:00:00,625.67,660.67,165.168,194.61,48.652,3.3949,933.44,233.359,156.418,1.4919
post,2028-01-05 09:15:00,653.98,688.98,172.244,197.59,49.398,3.4869,966.0,241.499,163.494,1.4771
post,2028-01-05 09:30:00,604.36,639.36,159.841,191.66,47.915,3.3359,908.22,227.055,151.091,1.5028
post,2028-01-05 09:45:00,626.76,661.76,165.439,204.55,51.138,3.2351,944.51,236.128,156.689,1.507
post,2028-01-05 10:00:00,665.04,700.04,175.01,202.35,50.588,3.4595,982.32,245.579,166.26,1.4771
post,2028-01-05 10:15:00,,680.46,170.114,208.89,52.223,3.2575,968.39,242.098,161.364,1.5003
post,2028-01-05 10:30:00,680.29,715.29,178.822,233.82,58.454,3.0592,1029.72,257.429,170.072,1.5137
post,2028-01-05 10:45:00,634.21,669.21,167.303,190.7,47.676,3.5092,938.46,234.614,158.553,1.4797
post,2028-01-05 11:00:00,658.96,693.96,173.489,199.24,49.81,3.483,972.85,243.212,164.739,
post,2028-01-05 11:15:00,688.72,723.72,180.931,219.63,54.907,3.2952,1024.34,256.086,172.181,1.4873
post,2028-01-05 11:30:00,671.28,706.28,176.57,211.33,52.832,3.3421,997.82,249.454,167.82,1.4864
post,2028-01-05 11:45:00,711.22,746.22,186.554,230.93,57.732,3.2314,1059.15,264.787,177.804,1.4892
post,2028-01-05 12:00:00,657.67,692.67,173.166,210.02,52.504,3.2981,982.28,245.57,164.416,1.4936
post,2028-01-05 12:15:00,692.05,727.05,181.763,205.63,51.407,3.5357,1013.82,253.456,173.013,1.465
post,2028-01-05 12:30:00,726.28,761.28,190.319,224.94,56.234,3.3844,1068.9,267.224,181.569,1.4717
post,2028-01-05 12:45:00,713.65,748.65,187.164,219.84,54.959,3.4055,1050.61,262.652,178.414,1.4721
post,2028-01-05 13:00:00,735.62,770.62,192.656,226.46,56.616,3.4029,1080.19,270.048,183.906,1.4684
post,2028-01-05 13:15:00,656.91,691.91,172.979,220.4,55.1,3.1393,991.88,247.969,164.229,1.5099
post,2028-01-05 13:30:00,713.35,748.35,187.086,219.6,54.901,3.4077,1050.05,262.512,178.336,1.472
post,2028-01-05 13:45:00,681.63,716.63,179.158,203.93,50.983,3.5141,1001.24,250.31,170.408,1.4689
post,2028-01-05 14:00:00,,707.39,176.847,194.08,48.519,3.6449,981.72,245.43,168.097,1.4601
post,2028-01-05 14:15:00,680.61,715.61,178.902,215.9,53.976,3.3145,1012.14,253.035,170.152,1.4871
post,2028-01-05 14:30:00,680.58,715.58,178.896,202.02,50.505,3.5421,998.23,249.557,170.146,1.4667
post,2028-01-05 14:45:00,694.71,729.71,182.427,208.68,52.17,3.4968,1019.65,254.912,173.677,1.4677
post,2028-01-05 15:00:00,649.85,684.85,171.213,192.74,48.185,3.5532,956.83,239.209,162.463,1.4724
post,2028-01-05 15:15:00,647.64,682.64,170.661,203.6,50.899,3.3529,965.38,241.346,161.911,1.4906
post,2028-01-05 15:30:00,691.51,726.51,181.627,213.15,53.287,3.4084,1020.78,255.194,172.877,1.4762
post,2028-01-05 15:45:00,690.11,725.11,181.276,225.57,56.391,3.2146,1031.73,257.932,172.526,1.495
post,2028-01-05 16:00:00,680.14,715.14,178.786,215.08,53.77,3.325,1010.83,252.708,170.036,1.4862
post,2028-01-05 16:15:00,676.72,711.72,177.929,205.88,51.471,3.4569,998.05,249.513,169.179,1.4748
post,2028-01-05 16:30:00,690.87,725.87,181.467,226.54,56.634,3.2042,1033.5,258.374,172.717,1.4959
post,2028-01-05 16:45:00,656.21,691.21,172.802,192.02,48.005,3.5996,962.76,240.69,164.052,1.4672
post,2028-01-05 17:00:00,665.79,700.79,175.196,192.5,48.124,3.6405,973.24,243.311,166.446,1.4618
post,2028-01-05 17:15:00,656.18,691.18,172.795,193.81,48.452,3.5663,964.52,241.13,164.045,1.4699
post,2028-01-05 17:30:00,674.59,709.59,177.399,220.72,55.18,3.2149,1010.67,252.668,168.649,1.4982
post,2028-01-05 17:45:00,666.92,701.92,175.481,198.74,49.685,3.5319,980.68,245.169,166.731,1.4704
post,2028-01-05 18:00:00,680.11,715.11,178.779,218.53,54.632,3.2724,1014.25,253.562,170.029,1.4913
post,2028-01-05 18:15:00,673.75,708.75,177.187,215.88,53.969,3.2831,1004.94,251.235,168.437,1.4916
post,2028-01-05 18:30:00,623.59,658.59,164.649,180.27,45.067,3.6534,916.93,229.231,155.899,1.4704
post,2028-01-05 18:45:00,648.98,683.98,170.994,202.22,50.555,3.3823,965.4,241.35,162.244,1.4876
post,2028-01-05 19:00:00,639.88,674.88,168.72,194.65,48.662,3.4672,948.32,237.081,159.97,1.482
post,2028-01-05 19:15:00,629.3,664.3,166.075,198.41,49.602,3.3482,941.03,235.257,157.325,1.4954
post,2028-01-05 19:30:00,657.1,692.1,173.025,197.94,49.486,3.4965,969.61,242.403,164.275,1.4756
post,2028-01-05 19:45:00,653.22,688.22,172.054,202.11,50.527,3.4052,969.72,242.43,163.304,1.4845
post,2028-01-05 20:00:00,611.44,,161.61,194.48,48.62,3.3239,918.44,229.609,152.86,1.5021
post,2028-01-05 20:15:00,629.5,664.5,166.124,183.41,45.853,3.6229,926.24,231.559,157.374,1.4714
post,2028-01-05 20:30:00,616.71,651.71,162.928,185.46,46.365,3.514,914.92,228.731,154.178,1.4836
post,2028-01-05 20:45:00,607.71,642.71,160.679,208.09,52.022,3.0887,928.15,232.037,151.929,1.5273
post,2028-01-05 21:00:00,631.88,666.88,166.72,199.82,49.954,3.3375,945.13,236.284,157.97,1.4957
post,2028-01-05 21:15:00,576.41,611.41,152.851,181.91,45.478,3.361,869.26,217.314,144.101,1.5081
post,2028-01-05 21:30:00,615.59,650.59,162.648,195.48,48.87,3.3282,923.77,230.943,153.898,1.5006
post,2028-01-05 21:45:00,557.02,592.02,148.006,174.56,43.64,3.3915,841.65,210.412,139.256,1.511
post,2028-01-05 22:00:00,553.55,588.55,147.137,176.09,44.024,3.3422,839.55,209.888,138.387,1.5167
post,2028-01-05 22:15:00,608.96,643.96,160.989,189.26,47.315,3.4025,910.62,227.655,152.239,1.4954
post,2028-01-05 22:30:00,599.52,634.52,158.629,179.47,44.867,3.5355,890.96,222.741,149.879,1.4861
post,2028-01-05 22:45:00,579.68,614.68,153.67,177.38,44.345,3.4653,868.14,217.036,144.92,1.4976
post,2028-01-05 23:00:00,574.88,609.88,152.469,184.2,46.051,3.3109,869.95,217.488,143.719,1.5133
post,2028-01-05 23:15:00,591.73,626.73,156.683,185.04,46.26,3.387,888.4,222.1,147.933,1.5014
post,2028-01-05 23:30:00,595.83,630.83,157.708,181.92,45.481,3.4675,889.57,222.392,148.958,1.493
post,2028-01-05 23:45:00,550.29,585.29,146.323,170.08,42.519,3.4414,830.13,207.532,137.573,1.5085
post,2028-01-06 00:00:00,577.61,612.61,153.152,175.82,43.955,3.4843,864.42,216.105,144.402,1.4966
post,2028-01-06 00:15:00,591.18,626.18,156.546,184.61,46.153,3.3919,887.4,221.849,147.796,1.5011
post,2028-01-06 00:30:00,597.51,632.51,158.128,187.14,46.785,3.3799,896.54,224.135,149.378,1.5005
post,2028-01-06 00:45:00,583.55,618.55,154.637,176.11,44.028,3.5123,870.92,217.729,145.887,1.4925
post,2028-01-06 01:00:00,565.85,600.85,150.212,171.57,42.892,3.5021,847.88,211.97,141.462,1.4984
post,2028-01-06 01:15:00,572.24,607.24,151.809,171.43,42.856,3.5423,854.41,213.603,143.059,1.4931
post,2028-01-06 01:30:00,,572.44,143.109,174.41,43.602,3.2821,821.03,205.258,134.359,1.5277
post,2028-01-06 01:45:00,546.58,581.58,145.396,178.62,44.656,3.2559,834.8,208.701,136.646,1.5273
post,2028-01-06 02:00:00,592.24,627.24,156.809,193.07,48.269,3.2487,896.96,224.24,148.059,1.5145
post,2028-01-06 02:15:00,556.92,591.92,147.979,179.88,44.971,3.2906,846.86,211.715,139.229,1.5206
post,2028-01-06 02:30:00,586.67,621.67,155.418,175.53,43.881,3.5418,873.6,218.4,146.668,1.4891
post,2028-01-06 02:45:00,560.9,595.9,148.974,174.02,43.506,3.4242,845.16,211.29,140.224,1.5068
post,2028-01-06 03:00:00,573.2,608.2,152.051,174.15,43.538,3.4924,858.15,214.538,143.301,1.4971
post,2028-01-06 03:15:00,524.25,559.25,139.812,154.49,38.622,3.6201,787.33,196.832,131.062,1.5018
post,2028-01-06 03:30:00,586.38,621.38,155.345,185.27,46.317,3.3539,883.03,220.759,146.595,1.5059
post,2028-01-06 03:45:00,594.79,629.79,157.448,190.23,47.557,3.3107,896.78,224.196,148.698,1.5077
post,2028-01-06 04:00:00,614.96,649.96,162.491,188.43,47.108,3.4494,916.07,229.017,153.741,1.4896
post,2028-01-06 04:15:00,581.93,616.93,154.233,181.62,45.405,3.3969,874.74,218.684,145.483,1.5032
post,2028-01-06 04:30:00,623.76,658.76,164.69,203.55,50.888,3.2363,940.38,235.095,155.94,1.5076
post,2028-01-06 04:45:00,589.27,624.27,156.066,197.48,49.37,3.1611,898.26,224.566,147.316,1.5244
post,2028-01-06 05:00:00,561.43,596.43,149.107,170.07,42.518,3.5069,841.76,210.441,140.357,1.4993
post,2028-01-06 05:15:00,606.42,641.42,160.356,186.32,46.579,3.4427,905.03,226.257,151.606,
post,2028-01-06 05:30:00,582.8,617.8,154.451,175.31,43.828,3.5241,869.34,217.335,145.701,1.4917
post,2028-01-06 05:45:00,601.15,636.15,159.038,186.11,46.529,3.4181,899.32,224.829,150.288,1.496
post,2028-01-06 06:00:00,602.51,637.51,159.377,191.01,47.753,3.3376,905.63,226.408,150.627,1.5031
post,2028-01-06 06:15:00,591.49,626.49,156.623,185.98,46.496,3.3685,889.09,222.274,147.873,1.5031
post,2028-01-06 06:30:00,624.19,659.19,164.796,204.53,51.132,3.223,941.8,235.45,156.046,1.5088
post,2028-01-06 06:45:00,618.09,653.09,163.272,181.79,45.447,3.5926,912.69,228.173,154.522,1.4766
post,2028-01-06 07:00:00,613.14,648.14,162.035,188.43,47.109,3.4396,914.17,228.541,153.285,1.491
post,2028-01-06 07:15:00,618.03,653.03,163.257,202.65,50.663,3.2224,933.49,233.373,154.507,1.5104
post,2028-01-06 07:30:00,639.57,674.57,168.642,195.63,48.908,3.4481,948.98,237.246,159.892,1.4838
post,2028-01-06 07:45:00,655.1,690.1,172.525,199.26,49.815,3.4633,968.84,242.21,163.775,1.4789
post,2028-01-06 08:00:00,636.57,671.57,167.891,202.3,50.574,3.3197,952.51,238.127,159.141,1.4963
post,2028-01-06 08:15:00,604.01,639.01,159.753,184.88,46.221,3.4563,901.07,225.269,151.003,1.4918
post,2028-01-06 08:30:00,648.1,683.1,170.775,204.69,51.173,3.3372,966.96,241.74,162.025,1.492
post,2028-01-06 08:45:00,658.16,693.16,173.289,191.79,47.948,3.6141,964.57,241.142,164.539,1.4656
post,2028-01-06 09:00:00,657.33,692.33,173.084,203.29,50.823,3.4056,975.2,243.801,164.334,1.4836
post,2028-01-06 09:15:00,648.04,683.04,170.759,216.5,54.126,3.1549,978.7,244.675,162.009,1.5103
post,2028-01-06 09:30:00,667.18,702.18,175.545,204.72,51.181,3.4299,986.92,246.731,166.795,1.4793
post,2028-01-06 09:45:00,652.85,687.85,171.963,208.39,52.096,3.3009,975.61,243.904,163.213,1.4944
post,2028-01-06 10:00:00,672.97,707.97,176.993,200.41,50.103,3.5326,988.67,247.167,168.243,1.4691
post,2028-01-06 10:15:00,637.06,672.06,168.015,192.78,48.196,3.4861,943.51,235.878,159.265,1.481
post,2028-01-06 10:30:00,669.82,704.82,176.206,229.6,57.401,3.0697,1014.57,253.643,167.456,1.5147
post,2028-01-06 10:45:00,654.59,689.59,172.397,206.17,51.542,3.3448,975.21,243.803,163.647,1.4898
post,2028-01-06 11:00:00,656.27,691.27,172.819,215.59,53.898,3.2064,986.4,246.6,164.069,
post,2028-01-06 11:15:00,645.25,680.25,170.062,194.14,48.534,3.504,953.42,238.355,161.312,1.4776
post,2028-01-06 11:30:00,659.84,694.84,173.709,219.38,54.846,3.1672,993.91,248.478,164.959,1.5063
post,2028-01-06 11:45:00,649.04,684.04,171.01,211.56,52.889,3.2333,974.8,243.701,162.26,1.5019
post,2028-01-06 12:00:00,681.6,716.6,179.149,219.13,54.781,3.2702,1016.39,254.098,170.399,1.4912
post,2028-01-06 12:15:00,707.29,742.29,185.573,213.62,53.405,3.4748,1037.74,259.435,176.823,1.4672
post,2028-01-06 12:30:00,689.59,724.59,181.147,213.02,53.254,3.4016,1018.64,254.659,172.397,1.4772
post,2028-01-06 12:45:00,698.3,733.3,183.325,215.13,53.783,3.4086,1029.86,257.464,174.575,1.4748
post,2028-01-06 13:00:00,674.81,709.81,177.454,209.47,52.368,3.3886,999.65,249.913,168.704,1.4814
post,2028-01-06 13:15:00,,719.46,179.865,224.39,56.098,3.2062,1024.65,256.163,171.115,1.497
post,2028-01-06 13:30:00,679.9,714.9,178.725,207.04,51.761,3.4529,1002.54,250.634,169.975,1.4745
post,2028-01-06 13:45:00,655.8,690.8,172.701,187.9,46.976,3.6764,958.22,239.554,163.951,1.4611
post,2028-01-06 14:00:00,684.01,719.01,179.752,218.03,54.507,3.2978,1017.82,254.454,171.002,1.488
post,2028-01-06 14:15:00,680.28,715.28,178.82,213.33,53.333,3.3529,1009.22,252.306,170.07,1.4835
post,2028-01-06 14:30:00,671.33,706.33,176.582,210.69,52.672,3.3525,997.23,249.306,167.832,1.4854
post,2028-01-06 14:45:00,665.26,700.26,175.064,206.34,51.584,3.3938,986.53,246.632,166.314,1.4829
post,2028-01-06 15:00:00,700.61,735.61,183.901,204.1,51.024,3.6042,1021.23,255.307,175.151,1.4576
post,2028-01-06 15:15:00,677.29,712.29,178.073,207.44,51.861,3.4337,1000.21,250.053,169.323,1.4768
post,2028-01-06 15:30:00,699.22,734.22,183.555,235.12,58.779,3.1228,1050.8,262.701,174.805,1.5028
post,2028-01-06 15:45:00,681.7,716.7,179.175,211.63,52.909,3.3865,1009.01,252.253,170.425,1.4801
post,2028-01-06 16:00:00,657.88,692.88,173.22,200.06,50.016,3.4633,972.55,243.137,164.47,1.4783
post,2028-01-06 16:15:00,658.59,693.59,173.396,205.58,51.394,3.3738,978.8,244.7,164.646,1.4862
post,2028-01-06 16:30:00,699.03,734.03,183.508,211.3,52.826,3.4738,1026.79,256.698,174.758,1.4689
post,2028-01-06 16:45:00,647.73,682.73,170.683,195.13,48.783,3.4988,957.01,239.252,161.933,1.4775
post,2028-01-06 17:00:00,697.17,732.17,183.043,208.61,52.153,3.5098,1022.15,255.538,174.293,1.4661
post,2028-01-06 17:15:00,702.55,737.55,184.388,239.3,59.826,3.0821,1058.47,264.618,175.638,1.5066
post,2028-01-06 17:30:00,693.41,728.41,182.102,209.61,52.403,3.475,1019.22,254.805,173.352,1.4699
post,2028-01-06 17:45:00,647.26,682.26,170.566,217.99,54.496,3.1299,979.38,244.844,161.816,1.5131
post,2028-01-06 18:00:00,659.13,694.13,173.532,197.74,49.435,3.5103,971.53,242.882,164.782,1.474
post,2028-01-06 18:15:00,647.03,682.03,170.509,202.65,50.663,3.3655,963.8,240.951,161.759,1.4896
post,2028-01-06 18:30:00,642.84,677.84,169.46,201.97,50.493,3.3561,958.74,239.685,160.71,1.4914
post,2028-01-06 18:45:00,600.68,635.68,158.921,193.04,48.259,3.2931,905.75,226.437,150.171,1.5079
post,2028-01-06 19:00:00,666.15,701.15,175.287,202.8,50.7,3.4574,983.92,245.981,166.537,1.477
post,2028-01-06 19:15:00,586.51,621.51,155.378,195.3,48.825,3.1824,893.2,223.301,146.628,1.5229
post,2028-01-06 19:30:00,607.68,642.68,160.67,184.89,46.222,3.4761,904.91,226.228,151.92,1.4891
post,2028-01-06 19:45:00,607.93,642.93,160.734,193.19,48.297,3.328,913.48,228.37,151.984,1.5026
post,2028-01-06 20:00:00,638.85,673.85,168.462,184.11,46.027,3.6601,936.71,234.177,159.712,1.4662
post,2028-01-06 20:15:00,605.18,640.18,160.046,186.07,46.519,3.4405,903.49,225.873,151.296,1.4929
post,2028-01-06 20:30:00,606.63,641.63,160.407,194.17,48.543,3.3045,913.1,228.275,151.657,1.5052
post,2028-01-06 20:45:00,660.19,695.19,173.798,208.83,52.207,3.329,983.73,245.932,165.048,1.4901
post,2028-01-06 21:00:00,617.06,,163.014,195.59,48.897,3.3338,925.42,231.354,154.264,1.4997
post,2028-01-06 21:15:00,588.27,623.27,155.818,177.74,44.435,3.5066,877.49,219.372,147.068,1.4916
post,2028-01-06 21:30:00,607.13,642.13,160.533,188.36,47.091,3.409,907.82,226.954,151.783,1.4953
post,2028-01-06 21:45:00,641.05,676.05,169.012,192.85,48.213,3.5056,947.75,236.937,160.262,1.4784
post,2028-01-06 22:00:00,602.26,637.26,159.315,198.33,49.582,3.2131,912.69,228.173,150.565,1.5154
post,2028-01-06 22:15:00,586.91,621.91,155.476,171.53,42.883,3.6256,869.85,217.462,146.726,1.4821
post,2028-01-06 22:30:00,619.99,654.99,163.749,195.7,48.924,3.347,928.59,232.148,154.999,1.4977
post,2028-01-06 22:45:00,582.37,617.37,154.343,178.45,44.611,3.4597,872.03,218.006,145.593,1.4974
post,2028-01-06 23:00:00,592.35,627.35,156.836,191.0,47.75,3.2846,895.0,223.75,148.086,1.5109
post,2028-01-06 23:15:00,562.87,597.87,149.467,173.04,43.259,3.4552,846.24,211.559,140.717,1.5034
post,2028-01-06 23:30:00,557.82,592.82,148.206,182.24,45.56,3.253,850.17,212.541,139.456,
post,2028-01-06 23:45:00,569.17,604.17,151.041,192.19,48.047,3.1436,871.97,217.992,142.291,1.532
post,2028-01-07 00:00:00,592.5,627.5,156.876,174.74,43.685,3.5911,878.91,219.727,148.126,1.4834
post,2028-01-07 00:15:00,576.72,611.72,152.93,187.34,46.834,3.2654,875.01,218.752,144.18,1.5172
post,2028-01-07 00:15:00,576.72,611.72,152.93,187.34,46.834,3.2654,875.01,218.752,144.18,1.5172
post,2028-01-07 00:30:00,613.62,648.62,162.155,194.6,48.65,3.3331,920.83,230.208,153.405,1.5007
post,2028-01-07 00:45:00,570.73,605.73,151.433,187.52,46.88,3.2303,868.94,217.234,142.683,1.5225
post,2028-01-07 01:00:00,601.1,636.1,159.026,200.88,50.22,3.1666,914.03,228.508,150.276,1.5206
post,2028-01-07 01:15:00,563.18,598.18,149.545,176.57,44.143,3.3878,850.09,212.523,140.795,1.5095
post,2028-01-07 01:30:00,550.13,585.13,146.284,164.02,41.005,3.5674,823.91,205.978,137.534,1.4977
post,2028-01-07 01:45:00,611.82,646.82,161.704,185.74,46.436,3.4823,910.09,227.523,152.954,1.4875
post,2028-01-07 02:00:00,587.67,622.67,155.667,178.08,44.52,3.4966,877.19,219.298,146.917,1.4927
post,2028-01-07 02:15:00,569.03,604.03,151.007,172.07,43.017,3.5104,851.7,212.925,142.257,1.4968
post,2028-01-07 02:30:00,560.94,595.94,148.986,172.91,43.227,3.4466,844.09,211.024,140.236,1.5048
post,2028-01-07 02:45:00,544.24,579.24,144.81,175.44,43.861,3.3015,829.17,207.294,136.06,1.5235
post,2028-01-07 03:00:00,596.36,631.36,157.84,183.28,45.819,3.4448,891.47,222.868,149.09,
post,2028-01-07 03:15:00,563.84,598.84,149.709,172.16,43.04,3.4784,846.37,211.592,140.959,1.5011
post,2028-01-07 03:30:00,566.47,601.47,150.367,192.14,48.035,3.1304,869.1,217.274,141.617,1.5342
post,2028-01-07 03:45:00,614.06,649.06,162.264,203.6,50.899,3.188,930.28,232.571,153.514,1.515
post,2028-01-07 04:00:00,581.7,616.7,154.174,175.26,43.816,3.5187,868.14,217.035,145.424,1.4924
post,2028-01-07 04:15:00,600.3,635.3,158.825,189.54,47.385,3.3518,901.85,225.464,150.075,1.5023
post,2028-01-07 04:30:00,587.97,622.97,155.743,193.22,48.306,3.2241,892.65,223.163,146.993,1.5182
post,2028-01-07 04:45:00,618.52,653.52,163.38,206.54,51.635,3.1641,937.89,234.473,154.63,1.5164
post,2028-01-07 05:00:00,584.07,619.07,154.768,175.91,43.978,3.5192,871.27,217.817,146.018,1.4917
post,2028-01-07 05:15:00,601.76,636.76,159.191,188.66,47.165,3.3752,902.5,225.625,150.441,1.4998
post,2028-01-07 05:30:00,605.95,640.95,160.238,180.22,45.056,3.5564,898.44,224.611,151.488,1.4827
post,2028-01-07 05:45:00,601.64,636.64,159.159,185.95,46.488,3.4237,899.66,224.916,150.409,1.4954
post,2028-01-07 06:00:00,580.33,615.33,153.833,188.35,47.087,3.267,879.8,219.95,145.083,1.516
post,2028-01-07 06:15:00,592.83,627.83,156.957,188.15,47.037,3.3369,892.65,223.163,148.207,1.5058
post,2028-01-07 06:30:00,591.05,626.05,156.512,189.23,47.307,3.3084,891.87,222.968,147.762,1.509
post,2028-01-07 06:45:00,625.24,660.24,165.06,190.51,47.628,3.4656,928.89,232.222,156.31,1.4856
post,2028-01-07 07:00:00,632.88,667.88,166.97,177.63,44.408,3.7599,923.99,230.998,158.22,1.46
post,2028-01-07 07:15:00,653.28,688.28,172.07,196.92,49.231,3.4952,964.6,241.15,163.32,1.4766
post,2028-01-07 07:30:00,601.19,636.19,159.048,180.31,45.077,3.5284,893.55,223.388,150.298,1.4863
post,2028-01-07 07:45:00,,671.57,167.892,202.34,50.584,3.319,952.55,238.137,159.142,1.4964
post,2028-01-07 08:00:00,640.14,675.14,168.786,192.95,48.238,3.499,946.9,236.725,160.036,1.4792
post,2028-01-07 08:15:00,631.95,666.95,166.738,196.59,49.148,3.3925,941.98,235.496,157.988,1.4906
post,2028-01-07 08:30:00,622.42,657.42,164.354,200.54,50.135,3.2782,935.96,233.991,155.604,1.5038
post,2028-01-07 08:45:00,620.3,655.3,163.825,187.2,46.801,3.5005,920.42,230.104,155.075,1.4838
post,2028-01-07 09:00:00,658.54,693.54,173.385,208.17,52.043,3.3316,981.34,245.336,164.635,1.4902
post,2028-01-07 09:15:00,679.42,714.42,178.604,210.08,52.519,3.4007,1005.07,251.267,169.854,1.4793
post,2028-01-07 09:30:00,680.23,715.23,178.807,207.97,51.992,3.4391,1003.81,250.952,170.057,1.4757
post,2028-01-07 09:45:00,692.31,727.31,181.829,202.24,50.561,3.5962,1010.71,252.678,173.079,1.4599
post,2028-01-07 10:00:00,704.85,739.85,184.963,219.86,54.965,3.3651,1041.43,260.357,176.213,1.4775
post,2028-01-07 10:15:00,647.25,682.25,170.563,199.25,49.812,3.4241,960.63,240.157,161.813,
post,2028-01-07 10:30:00,662.26,697.26,174.314,214.35,53.587,3.2529,991.41,247.852,165.564,1.497
post,2028-01-07 10:45:00,681.72,716.72,179.181,229.85,57.462,3.1182,1027.25,256.812,170.431,1.5068
post,2028-01-07 11:00:00,690.28,725.28,181.32,220.91,55.229,3.2831,1027.26,256.814,172.57,1.4882
post,2028-01-07 11:15:00,640.15,675.15,168.787,209.15,52.288,3.228,963.11,240.777,160.037,1.5045
post,2028-01-07 11:30:00,681.7,716.7,179.175,220.12,55.031,3.2559,1017.5,254.374,170.425,1.4926
