period,timestamp,available_chillers,available_cooling_capacity_kw,required_cooling_capacity_kw,capacity_margin_kw,service_available,redundancy_state
post,2028-01-24 16:45:00,3,1200,765.73,434.27,True,N+1
post,2028-01-24 17:00:00,3,1200,779.72,420.28,True,N+1
post,2028-01-24 17:15:00,3,1200,778.58,421.41999999999996,True,N+1
post,2028-01-24 17:30:00,3,1200,784.34,415.65999999999997,True,N+1
post,2028-01-24 17:45:00,3,1200,695.92,504.08000000000004,True,N+1
post,2028-01-24 18:00:00,3,1200,709.1,490.9,True,N+1
post,2028-01-24 18:15:00,3,1200,704.78,495.22,True,N+1
post,2028-01-24 18:30:00,3,1200,748.84,451.15999999999997,True,N+1
post,2028-01-24 18:45:00,3,1200,755.75,444.25,True,N+1
post,2028-01-24 19:00:00,3,1200,753.7,446.29999999999995,True,N+1
post,2028-01-24 19:15:00,3,1200,728.76,471.24,True,N+1
post,2028-01-24 19:30:00,3,1200,700.57,499.42999999999995,True,N+1
post,2028-01-24 19:45:00,3,1200,736.95,463.04999999999995,True,N+1
post,2028-01-24 20:00:00,3,1200,685.73,514.27,True,N+1
post,2028-01-24 20:15:00,3,1200,722.26,477.74,True,N+1
post,2028-01-24 20:30:00,3,1200,686.72,513.28,True,N+1
post,2028-01-24 20:45:00,3,1200,705.39,494.61,True,N+1
post,2028-01-24 21:00:00,3,1200,689.78,510.22,True,N+1
post,2028-01-24 21:15:00,3,1200,705.33,494.66999999999996,True,N+1
post,2028-01-24 21:30:00,3,1200,719.51,480.49,True,N+1
post,2028-01-24 21:45:00,3,1200,686.26,513.74,True,N+1
post,2028-01-24 22:00:00,3,1200,686.27,513.73,True,N+1
post,2028-01-24 22:15:00,3,1200,668.4,531.6,True,N+1
post,2028-01-24 22:30:00,3,1200,695.35,504.65,True,N+1
post,2028-01-24 22:45:00,3,1200,707.27,492.73,True,N+1
post,2028-01-24 23:00:00,3,1200,669.59,530.41,True,N+1
post,2028-01-24 23:15:00,3,1200,661.02,538.98,True,N+1
post,2028-01-24 23:30:00,3,1200,669.56,530.44,True,N+1
post,2028-01-24 23:45:00,3,1200,670.07,529.93,True,N+1
post,2028-01-25 00:00:00,3,1200,641.21,558.79,True,N+1
post,2028-01-25 00:15:00,3,1200,701.91,498.09000000000003,True,N+1
post,2028-01-25 00:30:00,3,1200,656.87,543.13,True,N+1
post,2028-01-25 00:45:00,3,1200,629.72,570.28,True,N+1
post,2028-01-25 01:00:00,3,1200,659.86,540.14,True,N+1
post,2028-01-25 01:15:00,3,1200,709.42,490.58000000000004,True,N+1
post,2028-01-25 01:30:00,3,1200,675.07,524.93,True,N+1
post,2028-01-25 01:45:00,3,1200,650.95,549.05,True,N+1
post,2028-01-25 02:00:00,3,1200,669.63,530.37,True,N+1
post,2028-01-25 02:15:00,3,1200,670.24,529.76,True,N+1
post,2028-01-25 02:30:00,3,1200,621.9,578.1,True,N+1
post,2028-01-25 02:45:00,3,1200,652.98,547.02,True,N+1
post,2028-01-25 03:00:00,3,1200,654.07,545.93,True,N+1
post,2028-01-25 03:15:00,3,1200,679.69,520.31,True,N+1
post,2028-01-25 03:30:00,3,1200,655.22,544.78,True,N+1
post,2028-01-25 03:45:00,3,1200,700.6,499.4,True,N+1
post,2028-01-25 04:00:00,3,1200,692.51,507.49,True,N+1
post,2028-01-25 04:15:00,3,1200,704.28,495.72,True,N+1
post,2028-01-25 04:30:00,3,1200,681.18,518.82,True,N+1
post,2028-01-25 04:45:00,3,1200,675.76,524.24,True,N+1
post,2028-01-25 05:00:00,3,1200,679.55,520.45,True,N+1
post,2028-01-25 05:15:00,3,1200,688.18,511.82000000000005,True,N+1
post,2028-01-25 05:30:00,3,1200,719.47,480.53,True,N+1
post,2028-01-25 05:45:00,3,1200,665.32,534.68,True,N+1
post,2028-01-25 06:00:00,3,1200,648.09,551.91,True,N+1
post,2028-01-25 06:15:00,3,1200,693.94,506.05999999999995,True,N+1
post,2028-01-25 06:30:00,3,1200,720.75,479.25,True,N+1
post,2028-01-25 06:45:00,3,1200,676.9,523.1,True,N+1
post,2028-01-25 07:00:00,3,1200,742.23,457.77,True,N+1
post,2028-01-25 07:15:00,3,1200,681.98,518.02,True,N+1
post,2028-01-25 07:30:00,3,1200,715.26,484.74,True,N+1
post,2028-01-25 07:45:00,3,1200,714.32,485.67999999999995,True,N+1
post,2028-01-25 08:00:00,3,1200,714.3,485.70000000000005,True,N+1
post,2028-01-25 08:15:00,3,1200,739.67,460.33000000000004,True,N+1
post,2028-01-25 08:30:00,3,1200,776.21,423.78999999999996,True,N+1
post,2028-01-25 08:45:00,3,1200,746.45,453.54999999999995,True,N+1
post,2028-01-25 09:00:00,3,1200,757.1,442.9,True,N+1
post,2028-01-25 09:15:00,3,1200,734.05,465.95000000000005,True,N+1
post,2028-01-25 09:30:00,3,1200,748.48,451.52,True,N+1
post,2028-01-25 09:45:00,3,1200,742.65,457.35,True,N+1
post,2028-01-25 10:00:00,3,1200,756.38,443.62,True,N+1
post,2028-01-25 10:15:00,3,1200,744.57,455.42999999999995,True,N+1
post,2028-01-25 10:30:00,3,1200,756.95,443.04999999999995,True,N+1
post,2028-01-25 10:45:00,3,1200,745.74,454.26,True,N+1
post,2028-01-25 11:00:00,3,1200,744.75,455.25,True,N+1
post,2028-01-25 11:15:00,3,1200,791.26,408.74,True,N+1
post,2028-01-25 11:30:00,3,1200,774.56,425.44000000000005,True,N+1
post,2028-01-25 11:45:00,3,1200,778.85,421.15,True,N+1
post,2028-01-25 12:00:00,3,1200,788.66,411.34000000000003,True,N+1
post,2028-01-25 12:15:00,3,1200,794.52,405.48,True,N+1
post,2028-01-25 12:30:00,3,1200,798.73,401.27,True,N+1
post,2028-01-25 12:45:00,3,1200,752.63,447.37,True,N+1
post,2028-01-25 13:00:00,3,1200,761.7,438.29999999999995,True,N+1
post,2028-01-25 13:15:00,3,1200,774.96,425.03999999999996,True,N+1
post,2028-01-25 13:30:00,3,1200,760.41,439.59000000000003,True,N+1
post,2028-01-25 13:45:00,3,1200,744.62,455.38,True,N+1
post,2028-01-25 14:00:00,3,1200,774.65,425.35,True,N+1
post,2028-01-25 14:15:00,3,1200,794.45,405.54999999999995,True,N+1
post,2028-01-25 14:30:00,3,1200,783.82,416.17999999999995,True,N+1
post,2028-01-25 14:45:00,3,1200,769.44,430.55999999999995,True,N+1
post,2028-01-25 15:00:00,3,1200,779.75,420.25,True,N+1
post,2028-01-25 15:15:00,3,1200,788.24,411.76,True,N+1
post,2028-01-25 15:30:00,3,1200,781.51,418.49,True,N+1
post,2028-01-25 15:45:00,3,1200,776.54,423.46000000000004,True,N+1
post,2028-01-25 16:00:00,3,1200,796.02,403.98,True,N+1
post,2028-01-25 16:15:00,3,1200,773.64,426.36,True,N+1
post,2028-01-25 16:30:00,3,1200,773.62,426.38,True,N+1
post,2028-01-25 16:45:00,3,1200,744.43,455.57000000000005,True,N+1
post,2028-01-25 17:00:00,3,1200,758.21,441.78999999999996,True,N+1
post,2028-01-25 17:15:00,3,1200,768.03,431.97,True,N+1
post,2028-01-25 17:30:00,3,1200,745.51,454.49,True,N+1
post,2028-01-25 17:45:00,3,1200,721.42,478.58000000000004,True,N+1
post,2028-01-25 18:00:00,3,1200,753.21,446.78999999999996,True,N+1
post,2028-01-25 18:15:00,3,1200,789.87,410.13,True,N+1
post,2028-01-25 18:30:00,3,1200,746.45,453.54999999999995,True,N+1
post,2028-01-25 18:45:00,3,1200,700.6,499.4,True,N+1
post,2028-01-25 19:00:00,3,1200,762.2,437.79999999999995,True,N+1
post,2028-01-25 19:15:00,3,1200,720.5,479.5,True,N+1
post,2028-01-25 19:30:00,3,1200,714.87,485.13,True,N+1
post,2028-01-25 19:45:00,3,1200,719.09,480.90999999999997,True,N+1
post,2028-01-25 20:00:00,3,1200,711.48,488.52,True,N+1
post,2028-01-25 20:15:00,3,1200,725.22,474.78,True,N+1
post,2028-01-25 20:30:00,3,1200,736.96,463.03999999999996,True,N+1
post,2028-01-25 20:45:00,3,1200,758.95,441.04999999999995,True,N+1
post,2028-01-25 21:00:00,3,1200,697.63,502.37,True,N+1
post,2028-01-25 21:15:00,3,1200,723.11,476.89,True,N+1
post,2028-01-25 21:30:00,3,1200,710.63,489.37,True,N+1
post,2028-01-25 21:45:00,3,1200,696.53,503.47,True,N+1
post,2028-01-25 22:00:00,3,1200,692.99,507.01,True,N+1
post,2028-01-25 22:15:00,3,1200,713.21,486.78999999999996,True,N+1
post,2028-01-25 22:30:00,3,1200,715.23,484.77,True,N+1
post,2028-01-25 22:45:00,3,1200,711.82,488.17999999999995,True,N+1
post,2028-01-25 23:00:00,3,1200,733.83,466.16999999999996,True,N+1
post,2028-01-25 23:15:00,3,1200,664.67,535.33,True,N+1
post,2028-01-25 23:30:00,3,1200,628.21,571.79,True,N+1
post,2028-01-25 23:45:00,3,1200,665.22,534.78,True,N+1
post,2028-01-26 00:00:00,3,1200,646.39,553.61,True,N+1
post,2028-01-26 00:15:00,3,1200,619.65,580.35,True,N+1
post,2028-01-26 00:30:00,3,1200,656.06,543.94,True,N+1
post,2028-01-26 00:45:00,3,1200,656.29,543.71,True,N+1
post,2028-01-26 01:00:00,3,1200,658.68,541.32,True,N+1
post,2028-01-26 01:15:00,3,1200,666.48,533.52,True,N+1
post,2028-01-26 01:30:00,3,1200,653.46,546.54,True,N+1
post,2028-01-26 01:45:00,3,1200,661.63,538.37,True,N+1
post,2028-01-26 02:00:00,3,1200,662.45,537.55,True,N+1
post,2028-01-26 02:15:00,3,1200,635.62,564.38,True,N+1
post,2028-01-26 02:30:00,3,1200,690.15,509.85,True,N+1
post,2028-01-26 02:45:00,3,1200,643.57,556.43,True,N+1
post,2028-01-26 03:00:00,3,1200,684.41,515.59,True,N+1
post,2028-01-26 03:15:00,3,1200,672.44,527.56,True,N+1
post,2028-01-26 03:30:00,3,1200,685.97,514.03,True,N+1
post,2028-01-26 03:45:00,3,1200,655.34,544.66,True,N+1
post,2028-01-26 04:00:00,3,1200,693.58,506.41999999999996,True,N+1
post,2028-01-26 04:15:00,3,1200,673.87,526.13,True,N+1
post,2028-01-26 04:30:00,3,1200,684.8,515.2,True,N+1
post,2028-01-26 04:45:00,3,1200,672.11,527.89,True,N+1
post,2028-01-26 05:00:00,3,1200,663.59,536.41,True,N+1
post,2028-01-26 05:15:00,3,1200,698.53,501.47,True,N+1
post,2028-01-26 05:30:00,3,1200,664.3,535.7,True,N+1
post,2028-01-26 05:45:00,3,1200,653.98,546.02,True,N+1
post,2028-01-26 06:00:00,3,1200,679.39,520.61,True,N+1
post,2028-01-26 06:15:00,3,1200,707.31,492.69000000000005,True,N+1
post,2028-01-26 06:30:00,3,1200,694.78,505.22,True,N+1
post,2028-01-26 06:45:00,3,1200,732.56,467.44000000000005,True,N+1
post,2028-01-26 07:00:00,3,1200,698.29,501.71000000000004,True,N+1
post,2028-01-26 07:15:00,3,1200,696.18,503.82000000000005,True,N+1
post,2028-01-26 07:30:00,3,1200,722.95,477.04999999999995,True,N+1
post,2028-01-26 07:45:00,3,1200,714.63,485.37,True,N+1
post,2028-01-26 08:00:00,3,1200,725.72,474.28,True,N+1
post,2028-01-26 08:15:00,3,1200,742.81,457.19000000000005,True,N+1
post,2028-01-26 08:30:00,3,1200,718.67,481.33000000000004,True,N+1
post,2028-01-26 08:45:00,3,1200,720.96,479.03999999999996,True,N+1
post,2028-01-26 09:00:00,3,1200,726.55,473.45000000000005,True,N+1
post,2028-01-26 09:15:00,3,1200,726.59,473.40999999999997,True,N+1
post,2028-01-26 09:30:00,3,1200,729.68,470.32000000000005,True,N+1
post,2028-01-26 09:45:00,3,1200,762.09,437.90999999999997,True,N+1
post,2028-01-26 10:00:00,3,1200,755.9,444.1,True,N+1
post,2028-01-26 10:15:00,3,1200,783.63,416.37,True,N+1
post,2028-01-26 10:30:00,3,1200,800.86,399.14,True,N+1
post,2028-01-26 10:45:00,3,1200,775.09,424.90999999999997,True,N+1
post,2028-01-26 11:00:00,3,1200,784.54,415.46000000000004,True,N+1
post,2028-01-26 11:15:00,3,1200,749.71,450.28999999999996,True,N+1
post,2028-01-26 11:30:00,3,1200,782.09,417.90999999999997,True,N+1
post,2028-01-26 11:45:00,3,1200,755.57,444.42999999999995,True,N+1
post,2028-01-26 12:00:00,3,1200,725.25,474.75,True,N+1
post,2028-01-26 12:15:00,3,1200,754.07,445.92999999999995,True,N+1
post,2028-01-26 12:30:00,3,1200,771.67,428.33000000000004,True,N+1
post,2028-01-26 12:45:00,3,1200,775.58,424.41999999999996,True,N+1
post,2028-01-26 13:00:00,3,1200,795.9,404.1,True,N+1
post,2028-01-26 13:15:00,3,1200,793.38,406.62,True,N+1
post,2028-01-26 13:30:00,3,1200,767.2,432.79999999999995,True,N+1
post,2028-01-26 13:45:00,3,1200,732.74,467.26,True,N+1
post,2028-01-26 14:00:00,3,1200,771.54,428.46000000000004,True,N+1
post,2028-01-26 14:15:00,3,1200,788.66,411.34000000000003,True,N+1
post,2028-01-26 14:30:00,3,1200,800.45,399.54999999999995,True,N+1
post,2028-01-26 14:45:00,3,1200,732.4,467.6,True,N+1
post,2028-01-26 15:00:00,3,1200,773.06,426.94000000000005,True,N+1
post,2028-01-26 15:15:00,3,1200,775.27,424.73,True,N+1
post,2028-01-26 15:30:00,3,1200,801.03,398.97,True,N+1
post,2028-01-26 15:45:00,3,1200,726.48,473.52,True,N+1
post,2028-01-26 16:00:00,3,1200,765.53,434.47,True,N+1
post,2028-01-26 16:15:00,3,1200,763.88,436.12,True,N+1
post,2028-01-26 16:30:00,3,1200,758.98,441.02,True,N+1
post,2028-01-26 16:45:00,3,1200,751.43,448.57000000000005,True,N+1
post,2028-01-26 17:00:00,3,1200,748.35,451.65,True,N+1
post,2028-01-26 17:15:00,3,1200,770.48,429.52,True,N+1
post,2028-01-26 17:30:00,3,1200,749.54,450.46000000000004,True,N+1
post,2028-01-26 17:45:00,3,1200,739.4,460.6,True,N+1
post,2028-01-26 18:00:00,3,1200,731.5,468.5,True,N+1
post,2028-01-26 18:15:00,3,1200,739.67,460.33000000000004,True,N+1
post,2028-01-26 18:30:00,3,1200,762.27,437.73,True,N+1
post,2028-01-26 18:45:00,3,1200,759.03,440.97,True,N+1
post,2028-01-26 19:00:00,3,1200,733.07,466.92999999999995,True,N+1
post,2028-01-26 19:15:00,3,1200,681.21,518.79,True,N+1
post,2028-01-26 19:30:00,3,1200,717.05,482.95000000000005,True,N+1
post,2028-01-26 19:45:00,3,1200,727.24,472.76,True,N+1
post,2028-01-26 20:00:00,3,1200,704.25,495.75,True,N+1
post,2028-01-26 20:15:00,3,1200,699.8,500.20000000000005,True,N+1
post,2028-01-26 20:30:00,3,1200,706.03,493.97,True,N+1
post,2028-01-26 20:45:00,3,1200,720.72,479.28,True,N+1
post,2028-01-26 21:00:00,3,1200,682.74,517.26,True,N+1
post,2028-01-26 21:15:00,3,1200,717.61,482.39,True,N+1
post,2028-01-26 21:30:00,3,1200,683.64,516.36,True,N+1
post,2028-01-26 21:45:00,3,1200,704.89,495.11,True,N+1
post,2028-01-26 22:00:00,3,1200,690.6,509.4,True,N+1
post,2028-01-26 22:15:00,3,1200,664.05,535.95,True,N+1
post,2028-01-26 22:30:00,3,1200,709.71,490.28999999999996,True,N+1
post,2028-01-26 22:45:00,3,1200,668.78,531.22,True,N+1
post,2028-01-26 23:00:00,3,1200,705.4,494.6,True,N+1
post,2028-01-26 23:15:00,3,1200,685.41,514.59,True,N+1
post,2028-01-26 23:30:00,3,1200,684.51,515.49,True,N+1
post,2028-01-26 23:45:00,3,1200,709.06,490.94000000000005,True,N+1
post,2028-01-27 00:00:00,3,1200,680.24,519.76,True,N+1
post,2028-01-27 00:15:00,3,1200,688.34,511.65999999999997,True,N+1
post,2028-01-27 00:30:00,3,1200,700.48,499.52,True,N+1
post,2028-01-27 00:45:00,3,1200,728.17,471.83000000000004,True,N+1
post,2028-01-27 01:00:00,3,1200,672.36,527.64,True,N+1
post,2028-01-27 01:15:00,3,1200,676.32,523.68,True,N+1
post,2028-01-27 01:30:00,3,1200,662.0,538.0,True,N+1
post,2028-01-27 01:45:00,3,1200,641.43,558.57,True,N+1
post,2028-01-27 02:00:00,3,1200,670.56,529.44,True,N+1
post,2028-01-27 02:15:00,3,1200,661.94,538.06,True,N+1
post,2028-01-27 02:30:00,3,1200,675.16,524.84,True,N+1
post,2028-01-27 02:45:00,3,1200,674.97,525.03,True,N+1
post,2028-01-27 03:00:00,3,1200,648.69,551.31,True,N+1
post,2028-01-27 03:15:00,3,1200,693.1,506.9,True,N+1
post,2028-01-27 03:30:00,3,1200,645.59,554.41,True,N+1
post,2028-01-27 03:45:00,3,1200,640.15,559.85,True,N+1
post,2028-01-27 04:00:00,3,1200,672.89,527.11,True,N+1
post,2028-01-27 04:15:00,3,1200,679.01,520.99,True,N+1
post,2028-01-27 04:30:00,3,1200,696.58,503.41999999999996,True,N+1
post,2028-01-27 04:45:00,3,1200,641.9,558.1,True,N+1
post,2028-01-27 05:00:00,3,1200,699.06,500.94000000000005,True,N+1
post,2028-01-27 05:15:00,3,1200,721.5,478.5,True,N+1
post,2028-01-27 05:30:00,3,1200,699.19,500.80999999999995,True,N+1
post,2028-01-27 05:45:00,3,1200,717.07,482.92999999999995,True,N+1
post,2028-01-27 06:00:00,3,1200,725.94,474.05999999999995,True,N+1
post,2028-01-27 06:15:00,3,1200,721.02,478.98,True,N+1
post,2028-01-27 06:30:00,3,1200,667.97,532.03,True,N+1
post,2028-01-27 06:45:00,3,1200,739.84,460.15999999999997,True,N+1
post,2028-01-27 07:00:00,3,1200,652.53,547.47,True,N+1
post,2028-01-27 07:15:00,3,1200,689.58,510.41999999999996,True,N+1
post,2028-01-27 07:30:00,3,1200,738.2,461.79999999999995,True,N+1
post,2028-01-27 07:45:00,3,1200,717.13,482.87,True,N+1
post,2028-01-27 08:00:00,3,1200,732.58,467.41999999999996,True,N+1
post,2028-01-27 08:15:00,3,1200,709.74,490.26,True,N+1
post,2028-01-27 08:30:00,3,1200,742.16,457.84000000000003,True,N+1
post,2028-01-27 08:45:00,3,1200,722.95,477.04999999999995,True,N+1
post,2028-01-27 09:00:00,3,1200,723.18,476.82000000000005,True,N+1
post,2028-01-27 09:15:00,3,1200,713.25,486.75,True,N+1
post,2028-01-27 09:30:00,3,1200,749.56,450.44000000000005,True,N+1
post,2028-01-27 09:45:00,3,1200,798.31,401.69000000000005,True,N+1
post,2028-01-27 10:00:00,3,1200,745.62,454.38,True,N+1
post,2028-01-27 10:15:00,3,1200,771.73,428.27,True,N+1
post,2028-01-27 10:30:00,3,1200,790.41,409.59000000000003,True,N+1
post,2028-01-27 10:45:00,3,1200,752.31,447.69000000000005,True,N+1
post,2028-01-27 11:00:00,3,1200,779.4,420.6,True,N+1
post,2028-01-27 11:15:00,3,1200,774.45,425.54999999999995,True,N+1
post,2028-01-27 11:30:00,3,1200,753.17,446.83000000000004,True,N+1
post,2028-01-27 11:45:00,3,1200,752.23,447.77,True,N+1
post,2028-01-27 12:00:00,3,1200,730.72,469.28,True,N+1
post,2028-01-27 12:15:00,3,1200,774.4,425.6,True,N+1
post,2028-01-27 12:30:00,3,1200,792.67,407.33000000000004,True,N+1
post,2028-01-27 12:45:00,3,1200,766.4,433.6,True,N+1
post,2028-01-27 13:00:00,3,1200,781.79,418.21000000000004,True,N+1
post,2028-01-27 13:15:00,3,1200,776.2,423.79999999999995,True,N+1
post,2028-01-27 13:30:00,3,1200,787.52,412.48,True,N+1
post,2028-01-27 13:45:00,3,1200,766.14,433.86,True,N+1
post,2028-01-27 14:00:00,3,1200,774.74,425.26,True,N+1
post,2028-01-27 14:15:00,3,1200,796.29,403.71000000000004,True,N+1
post,2028-01-27 14:30:00,3,1200,772.51,427.49,True,N+1
post,2028-01-27 14:45:00,3,1200,770.54,429.46000000000004,True,N+1
post,2028-01-27 15:00:00,3,1200,751.83,448.16999999999996,True,N+1
post,2028-01-27 15:15:00,3,1200,784.25,415.75,True,N+1
post,2028-01-27 15:30:00,3,1200,775.11,424.89,True,N+1
post,2028-01-27 15:45:00,3,1200,803.74,396.26,True,N+1
post,2028-01-27 16:00:00,3,1200,767.94,432.05999999999995,True,N+1
post,2028-01-27 16:15:00,3,1200,749.22,450.78,True,N+1
post,2028-01-27 16:30:00,3,1200,765.16,434.84000000000003,True,N+1
post,2028-01-27 16:45:00,3,1200,766.44,433.55999999999995,True,N+1
post,2028-01-27 17:00:00,3,1200,796.18,403.82000000000005,True,N+1
post,2028-01-27 17:15:00,3,1200,731.72,468.28,True,N+1
post,2028-01-27 17:30:00,3,1200,729.65,470.35,True,N+1
post,2028-01-27 17:45:00,3,1200,735.17,464.83000000000004,True,N+1
post,2028-01-27 18:00:00,3,1200,738.64,461.36,True,N+1
post,2028-01-27 18:15:00,3,1200,735.84,464.15999999999997,True,N+1
post,2028-01-27 18:30:00,3,1200,763.48,436.52,True,N+1
post,2028-01-27 18:45:00,3,1200,743.24,456.76,True,N+1
post,2028-01-27 19:00:00,3,1200,764.04,435.96000000000004,True,N+1
post,2028-01-27 19:15:00,3,1200,762.13,437.87,True,N+1
post,2028-01-27 19:30:00,3,1200,741.61,458.39,True,N+1
post,2028-01-27 19:45:00,3,1200,725.02,474.98,True,N+1
post,2028-01-27 20:00:00,3,1200,700.45,499.54999999999995,True,N+1
post,2028-01-27 20:15:00,3,1200,724.12,475.88,True,N+1
post,2028-01-27 20:30:00,3,1200,691.15,508.85,True,N+1
post,2028-01-27 20:45:00,3,1200,730.77,469.23,True,N+1
post,2028-01-27 21:00:00,3,1200,714.47,485.53,True,N+1
post,2028-01-27 21:15:00,3,1200,730.32,469.67999999999995,True,N+1
post,2028-01-27 21:30:00,3,1200,691.21,508.78999999999996,True,N+1
post,2028-01-27 21:45:00,3,1200,709.08,490.91999999999996,True,N+1
post,2028-01-27 22:00:00,3,1200,669.94,530.06,True,N+1
post,2028-01-27 22:15:00,3,1200,672.65,527.35,True,N+1
post,2028-01-27 22:30:00,3,1200,704.8,495.20000000000005,True,N+1
post,2028-01-27 22:45:00,3,1200,697.21,502.78999999999996,True,N+1
post,2028-01-27 23:00:00,3,1200,695.34,504.65999999999997,True,N+1
post,2028-01-27 23:15:00,3,1200,678.35,521.65,True,N+1
post,2028-01-27 23:30:00,3,1200,684.06,515.94,True,N+1
post,2028-01-27 23:45:00,3,1200,662.18,537.82,True,N+1
post,2028-01-28 00:00:00,3,1200,688.54,511.46000000000004,True,N+1
post,2028-01-28 00:15:00,3,1200,621.75,578.25,True,N+1
post,2028-01-28 00:30:00,3,1200,659.62,540.38,True,N+1
post,2028-01-28 00:45:00,3,1200,686.34,513.66,True,N+1
post,2028-01-28 01:00:00,3,1200,652.71,547.29,True,N+1
post,2028-01-28 01:15:00,3,1200,686.46,513.54,True,N+1
post,2028-01-28 01:30:00,3,1200,670.47,529.53,True,N+1
post,2028-01-28 01:45:00,3,1200,666.43,533.57,True,N+1
post,2028-01-28 02:00:00,3,1200,635.26,564.74,True,N+1
post,2028-01-28 02:15:00,3,1200,655.19,544.81,True,N+1
post,2028-01-28 02:30:00,3,1200,656.01,543.99,True,N+1
post,2028-01-28 02:45:00,3,1200,684.29,515.71,True,N+1
post,2028-01-28 03:00:00,3,1200,674.1,525.9,True,N+1
post,2028-01-28 03:15:00,3,1200,693.24,506.76,True,N+1
post,2028-01-28 03:30:00,3,1200,699.56,500.44000000000005,True,N+1
post,2028-01-28 03:45:00,3,1200,696.7,503.29999999999995,True,N+1
post,2028-01-28 04:00:00,3,1200,657.67,542.33,True,N+1
post,2028-01-28 04:15:00,3,1200,644.18,555.82,True,N+1
post,2028-01-28 04:30:00,3,1200,707.45,492.54999999999995,True,N+1
post,2028-01-28 04:45:00,3,1200,629.44,570.56,True,N+1
post,2028-01-28 05:00:00,3,1200,686.98,513.02,True,N+1
post,2028-01-28 05:15:00,3,1200,752.63,447.37,True,N+1
post,2028-01-28 05:30:00,3,1200,664.71,535.29,True,N+1
post,2028-01-28 05:45:00,3,1200,713.13,486.87,True,N+1
post,2028-01-28 06:00:00,3,1200,740.31,459.69000000000005,True,N+1
post,2028-01-28 06:15:00,3,1200,684.78,515.22,True,N+1
post,2028-01-28 06:30:00,3,1200,659.39,540.61,True,N+1
post,2028-01-28 06:45:00,3,1200,691.3,508.70000000000005,True,N+1
post,2028-01-28 07:00:00,3,1200,727.39,472.61,True,N+1
post,2028-01-28 07:15:00,3,1200,730.7,469.29999999999995,True,N+1
post,2028-01-28 07:30:00,3,1200,734.24,465.76,True,N+1
post,2028-01-28 07:45:00,3,1200,725.18,474.82000000000005,True,N+1
post,2028-01-28 08:00:00,3,1200,743.87,456.13,True,N+1
post,2028-01-28 08:15:00,3,1200,731.8,468.20000000000005,True,N+1
post,2028-01-28 08:30:00,3,1200,735.79,464.21000000000004,True,N+1
post,2028-01-28 08:45:00,3,1200,697.33,502.66999999999996,True,N+1
post,2028-01-28 09:00:00,3,1200,745.14,454.86,True,N+1
post,2028-01-28 09:15:00,3,1200,760.95,439.04999999999995,True,N+1
post,2028-01-28 09:30:00,3,1200,768.45,431.54999999999995,True,N+1
post,2028-01-28 09:45:00,3,1200,750.81,449.19000000000005,True,N+1
post,2028-01-28 10:00:00,3,1200,745.69,454.30999999999995,True,N+1
post,2028-01-28 10:15:00,3,1200,737.96,462.03999999999996,True,N+1
post,2028-01-28 10:30:00,3,1200,732.64,467.36,True,N+1
post,2028-01-28 10:45:00,3,1200,764.06,435.94000000000005,True,N+1
post,2028-01-28 11:00:00,3,1200,792.73,407.27,True,N+1
post,2028-01-28 11:15:00,3,1200,770.19,429.80999999999995,True,N+1
post,2028-01-28 11:30:00,3,1200,769.94,430.05999999999995,True,N+1
post,2028-01-28 11:45:00,3,1200,795.57,404.42999999999995,True,N+1
post,2028-01-28 12:00:00,3,1200,803.67,396.33000000000004,True,N+1
post,2028-01-28 12:15:00,3,1200,764.5,435.5,True,N+1
post,2028-01-28 12:30:00,3,1200,794.64,405.36,True,N+1
post,2028-01-28 12:45:00,3,1200,767.62,432.38,True,N+1
post,2028-01-28 13:00:00,3,1200,777.28,422.72,True,N+1
post,2028-01-28 13:15:00,3,1200,790.33,409.66999999999996,True,N+1
post,2028-01-28 13:30:00,3,1200,801.84,398.15999999999997,True,N+1
post,2028-01-28 13:45:00,3,1200,790.2,409.79999999999995,True,N+1
post,2028-01-28 14:00:00,3,1200,786.92,413.08000000000004,True,N+1
post,2028-01-28 14:15:00,3,1200,804.11,395.89,True,N+1
post,2028-01-28 14:30:00,3,1200,735.57,464.42999999999995,True,N+1
post,2028-01-28 14:45:00,3,1200,777.77,422.23,True,N+1
post,2028-01-28 15:00:00,3,1200,728.89,471.11,True,N+1
post,2028-01-28 15:15:00,3,1200,724.02,475.98,True,N+1
post,2028-01-28 15:30:00,3,1200,778.28,421.72,True,N+1
post,2028-01-28 15:45:00,3,1200,761.49,438.51,True,N+1
post,2028-01-28 16:00:00,3,1200,776.21,423.78999999999996,True,N+1
post,2028-01-28 16:15:00,3,1200,745.46,454.53999999999996,True,N+1
post,2028-01-28 16:30:00,3,1200,770.32,429.67999999999995,True,N+1
post,2028-01-28 16:45:00,3,1200,769.48,430.52,True,N+1
post,2028-01-28 17:00:00,3,1200,739.79,460.21000000000004,True,N+1
post,2028-01-28 17:15:00,3,1200,761.39,438.61,True,N+1
post,2028-01-28 17:30:00,3,1200,778.82,421.17999999999995,True,N+1
post,2028-01-28 17:45:00,3,1200,756.94,443.05999999999995,True,N+1
post,2028-01-28 18:00:00,3,1200,753.72,446.28,True,N+1
post,2028-01-28 18:15:00,3,1200,709.68,490.32000000000005,True,N+1
post,2028-01-28 18:30:00,3,1200,700.48,499.52,True,N+1
